Larva ID,Genotype,Movement duration,Nr. half beats,Freq. half beats,Max. deflection,Frame at max deflection,Mean deflection during half beats,Longest tail trajectory among half beats,Cumulative tail trajectory,Max. curvature,Frame at max curvature,Tail segment with the max. angle at max. curvature,Mean curvature,Mean curvature during beats,Turning bias to R/L,Swimming duration,Nr of half beats during swimming,Freq. half beating during swimming,Max. deflection during swimming,Frame at max deflection swimming,Mean deflection during swimming beats,Max. curvature swimming,Frame at max curvature when swimming,Tail segment with max angle at max curvature,Mean curvature during swimming,Mean curvature during swimming beats,Turning bias to R/L during swimming
1,ts3_000052-1,0.305,18,59.016,25.646,74,11.54,84.0,829.333,421.388,62,17,232.425,236.986,0.8,0.305,18,59.016,16.152,120,11.54,421.388,40,17,235.415,236.986,0.818
